ZIP Code,Country,NUTS 0,NUTS 1,NUTS 2,NUTS 3,NUTS 3 Name,CDD_2024,CDD_45_pa,CDD_85_pa,HDD_2024,HDD_45_pa,HDD_85_pa
,Greece,EL,,,,Greece,568.41,2.33575560710538,3.53262316137884,1310.22,-3.36094103799711,-4.84967840862788
EL61002,Greece,EL,EL5,EL52,EL523,Κιλκίς,645.63,2.67465517241665,3.92655172413332,1532.04,-3.75413793103333,-5.49862068965
EL61003,Greece,EL,EL5,EL52,EL523,Κιλκίς,645.63,2.67465517241665,3.92655172413332,1532.04,-3.75413793103333,-5.49862068965
EL61007,Greece,EL,EL5,EL52,EL523,Κιλκίς,645.63,2.67465517241665,3.92655172413332,1532.04,-3.75413793103333,-5.49862068965
EL61100,Greece,EL,EL5,EL52,EL523,Κιλκίς,645.63,2.67465517241665,3.92655172413332,1532.04,-3.75413793103333,-5.49862068965
EL61200,Greece,EL,EL5,EL52,EL523,Κιλκίς,645.63,2.67465517241665,3.92655172413332,1532.04,-3.75413793103333,-5.49862068965
EL61300,Greece,EL,EL5,EL52,EL523,Κιλκίς,645.63,2.67465517241665,3.92655172413332,1532.04,-3.75413793103333,-5.49862068965
EL61400,Greece,EL,EL5,EL52,EL523,Κιλκίς,645.63,2.67465517241665,3.92655172413332,1532.04,-3.75413793103333,-5.49862068965
EL25001,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25002,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25003,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25004,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25006,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25007,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25008,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25009,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25010,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25015,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25016,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25100,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL25200,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26221,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26222,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26223,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26224,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26225,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26226,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26241,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26242,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26331,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26332,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26333,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26334,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26335,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26441,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
EL26442,Greece,EL,EL6,EL63,EL632,Αχαΐα,409.71,2.00137254901667,3.03436274509998,1361.08,-3.59156862745,-5.1837745098
